,temperature,max_val_SD,hill,pKa,hill_SD,pKa_SD,min_val,model,max_val,condition,min_val_SD
0,35,0.021354392154730405,11.749076791227285,5.126544299501472,0.8789684705275351,0.034334711325269524,1.7530769502387376,mean_arrival,3.3175575081687647,A549,0.040340200881703564
