,hill_SD,temperature,model,condition,min_val,min_val_SD,max_val,hill,pKa_SD,pKa,max_val_SD
0,1.3967710701808789,35,mean_arrival,U2OS,1.7247209653791857,0.06518050315554136,3.2524072165610804,12.865251053443854,0.04894140665184706,4.899414222746366,0.023904339701413094
